tr,country,name,germany,Q2a,Q3a,eu1,eu2,eu3,eu4,imm1,imm2,imm3,imm4,imm5,imm6,ref1,male,age,edu,income,unemployed,lrscale,eu_best,eu_worst
0,1,Hungary,0,14,3,1,1,0,1,0,0.5,0,0,0,0,0,1,67,7,2,0,1,,Mass immigration
0,1,Belgium,0,1,2,0,0,0,0,0.75,0.25,0.5,0.75,0.25,0,0.5,1,33,2,4,0,5,"Peace on the 
 European continent",Loss of national sovereignty
0,1,Greece,0,3,6,0,0.25,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0,20,3,3,0,5,The EU single market,The refugee crisis
0,1,Austria,0,5,6,0,0,0.75,0.5,0.25,0.75,0.25,0.25,0.25,0,0.25,1,23,4,8,0,6,"Removing borders 
 between states",The refugee crisis
0,1,Germany,1,1,6,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0,42,3,4,0,9,"Peace on the 
 European continent",The refugee crisis
0,1,Greece,0,3,4,0,0.25,0.25,0.75,0.25,0,0.5,0,0.25,0,0.5,0,39,6,2,0,5,The EU single market,Economic austerity
0,1,Greece,0,1,4,0,0,0,1,0,0.75,0.5,0.5,0.5,0.25,0.75,1,32,6,1,0,4,"Peace on the 
 European continent",Economic austerity
0,1,Belgium,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,70,2,3,0,9,,The Euro single currency
0,1,Austria,0,8,3,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0.25,0.5,0.25,0.5,0,32,6,5,0,4,A European identity,Mass immigration
0,1,Belgium,0,1,6,1,0.5,0.25,0.25,0.25,0.75,0.25,0.5,0.5,0.75,0.5,1,56,3,4,0,5,"Peace on the 
 European continent",The refugee crisis
0,1,Spain,0,5,8,0,0.75,0.75,1,0.75,0.75,0.5,0.5,0.75,0.75,0.75,1,54,3,3,1,2,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,0,United Kingdom,,4,6,0.5,0,0.5,0.75,1,1,1,0.25,0.5,0.5,0.5,0,53,6,3,0,3,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Greece,0,4,6,0,0,0.5,0.75,0.75,0.75,1,1,0.75,0.25,0.5,0,20,3,3,0,2,"Freedom to live and 
 work across the EU",The refugee crisis
0,0,United Kingdom,,4,3,0.5,0.75,0.5,1,0.25,0,1,0.5,0.5,0.25,0.5,0,46,2,2,0,0,"Freedom to live and 
 work across the EU",Mass immigration
0,0,Italy,,1,6,1,0,0,0,0,0,0,0,0,0,0,1,52,7,4,0,10,"Peace on the 
 European continent",The refugee crisis
0,1,Greece,0,5,1,0,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0,34,3,1,0,5,"Removing borders 
 between states",Unemployment
0,1,France,0,10,2,0,0.25,0,0.25,0.5,0.75,0.5,0.25,0.25,0.25,0.25,1,25,7,4,0,7,Support for deprived regions,Loss of national sovereignty
0,1,Belgium,0,7,6,1,0.5,0.25,0.5,0.25,0,0.75,0.25,0,0,0.25,0,66,2,3,0,8,The Euro currency,The refugee crisis
0,1,Belgium,0,14,12,0,0,0.5,0.5,0,0.25,0.25,0.25,0,0,0.25,0,53,3,3,0,5,,None
0,0,Italy,,5,4,0,0,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.75,0.5,1,36,7,5,0,5,"Removing borders 
 between states",Economic austerity
0,1,Austria,0,7,3,0,0.75,0.25,0.25,0,0.25,0,0,0,0,0.25,1,33,5,5,0,8,The Euro currency,Mass immigration
0,1,France,0,7,3,0,0.5,0,0,0.75,0.75,0.5,0.5,0.25,0.25,0.75,0,50,4,5,0,4,The Euro currency,Mass immigration
0,1,Belgium,0,1,4,1,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.5,1,63,5,5,0,7,"Peace on the 
 European continent",Economic austerity
0,1,Spain,0,4,1,0.5,0.75,0.5,0.25,0.5,0.75,0.25,0.75,0.5,0.75,0.75,0,65,6,3,0,3,"Freedom to live and 
 work across the EU",Unemployment
0,1,Belgium,0,7,10,0.5,0.5,0,0.25,0.25,0.5,0.25,0.75,0.5,0.25,0.5,0,52,3,5,0,5,The Euro currency,Enlargement to other countries
0,1,Germany,1,4,8,0,0.5,0.5,0.25,0.75,0.75,0.5,0,0.5,0.25,0.25,1,35,6,4,0,5,"Freedom to live and 
 work across the EU","Bureaucracy and 
 excessive regulation"
0,1,Greece,0,4,4,0,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0,0.5,1,31,6,2,0,2,"Freedom to live and 
 work across the EU",Economic austerity
0,1,Spain,0,5,9,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0,53,3,3,0,7,"Removing borders 
 between states",Lack of democracy
0,1,Belgium,0,1,6,1,0.75,0.25,0.5,0.75,1,0.75,0.75,0.75,0.75,0.5,1,60,3,5,0,8,"Peace on the 
 European continent",The refugee crisis
0,1,Belgium,0,14,11,0,0,0,0,0.25,0.25,0.25,0.5,0,0.25,0,1,41,7,6,0,5,,Other
0,1,Spain,0,4,8,1,1,0.75,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.5,0,44,5,5,0,2,"Freedom to live and 
 work across the EU","Bureaucracy and 
 excessive regulation"
0,1,Belgium,0,7,6,0,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0,53,3,4,0,5,The Euro currency,The refugee crisis
0,1,Hungary,0,10,3,0,0,0,0,0,0.5,0,0.75,0,0.5,0.5,0,40,3,2,0,5,Support for deprived regions,Mass immigration
0,1,Spain,0,5,11,1,1,0.5,0.75,0,0.25,0.25,0.5,0.5,0.75,0.5,1,53,4,4,0,5,"Removing borders 
 between states",Other
0,1,Belgium,0,2,10,0.5,1,0,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.5,1,57,7,4,0,5,Protection of the environment,Enlargement to other countries
0,1,Belgium,0,14,4,0,0,0,0,0,0.25,0,0,1,1,0.25,1,42,2,5,0,4,,Economic austerity
0,1,Greece,0,5,6,0,0.5,0.5,0.5,0.25,0.5,0,0.25,0.25,0,0.25,1,39,7,3,0,5,"Removing borders 
 between states",The refugee crisis
0,1,Belgium,0,5,8,0,0.25,0,0,0,0,0,0,0.25,0,0,0,64,6,5,0,8,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Spain,0,4,5,1,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.5,0.25,0.75,0,30,4,4,0,9,"Freedom to live and 
 work across the EU",The Euro single currency
0,1,Belgium,0,14,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,36,3,5,0,2,,The Euro single currency
0,1,Austria,0,7,6,0,0.25,0.5,0.5,0,0,0,0.25,0.25,0.25,0,0,34,4,5,0,4,The Euro currency,The refugee crisis
0,1,Belgium,0,1,3,0,0.5,0,0.25,0,0,0.25,0,0.75,0,0,0,49,4,3,0,10,"Peace on the 
 European continent",Mass immigration
0,1,Germany,1,3,11,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0,0.5,0.25,0.25,0,51,2,3,0,5,The EU single market,Other
0,1,Belgium,0,14,5,0,0.5,0.25,0.25,0,0,0,0,0.25,0,0,0,57,2,3,0,5,,The Euro single currency
0,1,Greece,0,1,3,0,0.5,0.5,0.25,0,0.25,0.25,0.5,0.75,0.25,0.5,0,32,6,3,0,10,"Peace on the 
 European continent",Mass immigration
0,1,Hungary,0,6,3,0,0.5,0.5,0.5,0,0.5,0.25,0,0,0,0,0,35,6,1,0,,Influence of Europe in the world,Mass immigration
0,1,Belgium,0,7,4,1,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,57,2,4,0,5,The Euro currency,Economic austerity
0,1,Greece,0,3,2,0,0.5,0.5,0.5,0,0.25,0,0,0,1,0,0,36,4,2,0,5,The EU single market,Loss of national sovereignty
0,1,Greece,0,1,6,0,0,0.25,0.25,0,0,0,0,0,0,0,1,36,4,2,0,10,"Peace on the 
 European continent",The refugee crisis
0,1,Belgium,0,12,9,0,0.5,0.25,0,0,0,0,0,0,0,0,1,47,3,6,0,5,Higher standards for consumers,Lack of democracy
0,0,United Kingdom,,4,6,0.5,0.5,0.5,0.5,0.75,1,1,0.75,1,0.5,0.75,0,20,3,6,0,4,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Greece,0,14,5,0,0,0.25,0.25,0.5,1,0.75,1,1,1,0.5,0,32,7,4,0,0,,The Euro single currency
0,1,Greece,0,5,4,0,0.25,0.75,0.75,0.5,1,0.5,0.5,0.25,0.5,0.5,0,37,7,3,0,5,"Removing borders 
 between states",Economic austerity
0,1,Spain,0,4,6,1,0.75,1,1,1,1,0.75,1,1,1,1,1,42,6,4,0,1,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Belgium,0,4,10,1,0.75,0,0,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0,62,5,1,0,4,"Freedom to live and 
 work across the EU",Enlargement to other countries
0,1,Belgium,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,42,3,4,0,1,"Peace on the 
 European continent",Enlargement to other countries
0,1,Germany,1,3,6,0,0.25,0.5,0.75,0.5,0.5,0.25,0,0,0,0.25,1,54,3,3,0,6,The EU single market,The refugee crisis
0,1,Greece,0,10,5,0,0,0,0.75,0,0.5,0,0.25,0.25,0,0.5,0,32,6,3,0,5,Support for deprived regions,The Euro single currency
0,1,Germany,1,14,6,0,0,1,0,0.5,0.5,1,0,0,0.5,0.5,0,37,2,3,0,2,,The refugee crisis
0,1,Hungary,0,3,8,0,0.25,0.75,0.75,0.25,0.75,0.5,0.25,0.75,0.5,0.25,1,38,4,4,0,5,The EU single market,"Bureaucracy and 
 excessive regulation"
0,1,Belgium,0,14,3,0,0.75,1,0.5,0.75,1,0.75,0.75,0.75,0.75,0.5,1,70,3,4,0,5,,Mass immigration
0,1,Greece,0,5,5,0,0,0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0,34,3,3,0,1,"Removing borders 
 between states",The Euro single currency
0,1,Germany,1,5,8,0,0,0.25,0.5,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0,43,3,5,0,6,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Greece,0,4,1,1,0.5,0.75,0.75,0.5,1,0.5,1,0.75,0.75,1,0,34,6,4,0,4,"Freedom to live and 
 work across the EU",Unemployment
0,0,Italy,,14,3,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0,29,3,3,0,6,,Mass immigration
0,1,Belgium,0,7,3,0.5,1,0.75,0.5,0.75,0.5,0.25,0,0.5,0,0.25,1,53,3,3,0,5,The Euro currency,Mass immigration
0,0,United Kingdom,,4,7,0,0,0.5,1,0.75,0.75,0.5,0.75,0.5,0.25,0.75,0,46,3,3,0,2,"Freedom to live and 
 work across the EU",Removing borders between states
0,1,Belgium,0,3,8,1,1,0.25,0.75,0.5,0.75,0.25,0,0.5,0,0.5,1,39,7,4,0,8,The EU single market,"Bureaucracy and 
 excessive regulation"
0,1,Greece,0,14,5,0,1,0,0,0.25,0,0,0.25,0.25,0.25,0.25,1,25,3,1,0,8,,The Euro single currency
0,1,Greece,0,4,9,0,0,0.5,0.5,0.25,1,0.75,0.75,0.75,0.5,1,0,34,6,2,0,0,"Freedom to live and 
 work across the EU",Lack of democracy
0,1,Greece,0,1,5,0,0.5,0.5,0.5,0.5,0,0.5,0.25,0.5,0,0.5,1,35,6,3,0,5,"Peace on the 
 European continent",The Euro single currency
0,1,Spain,0,1,6,0.5,0.75,0.25,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.75,1,42,7,5,0,3,"Peace on the 
 European continent",The refugee crisis
0,0,Italy,,5,2,0,0.5,0.5,0.75,0.25,0.75,0.5,0.25,0.25,0.5,0.5,1,38,3,3,0,5,"Removing borders 
 between states",Loss of national sovereignty
0,1,Greece,0,10,8,1,0.25,0.5,0.75,0,0,0,0,0.25,0,0,0,38,3,5,0,5,Support for deprived regions,"Bureaucracy and 
 excessive regulation"
0,0,Italy,,4,5,0,0.75,0.5,0.75,0.5,0.75,0.5,0.5,0.75,0.25,0.5,1,37,6,3,0,1,"Freedom to live and 
 work across the EU",The Euro single currency
0,1,Greece,0,4,9,0,0,1,1,0.5,1,0.5,0.75,0.5,0.5,0.5,0,32,6,3,1,3,"Freedom to live and 
 work across the EU",Lack of democracy
0,0,United Kingdom,,14,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0,75,2,3,0,5,,Unemployment
0,0,Italy,,9,6,0.5,0.75,0.25,1,0.25,0.5,0.25,0.25,0.5,0,0.25,1,29,6,4,0,8,Democratic values,The refugee crisis
0,1,Austria,0,7,4,0,0,0.25,0.5,0.25,0.5,0.5,0,0,0,0.5,0,47,3,,0,5,The Euro currency,Economic austerity
0,0,Italy,,6,3,0,0.75,0,0.5,0.5,0.25,0.75,0.25,0.25,0.5,0.5,1,33,3,4,0,7,Influence of Europe in the world,Mass immigration
0,1,Greece,0,4,1,0,0,0.25,0.75,0,0,0.25,1,0,0.25,0.5,1,38,4,5,0,,"Freedom to live and 
 work across the EU",Unemployment
0,0,United Kingdom,,14,12,1,0.5,0.5,0.5,0.25,0.75,0.5,0,0.5,0,0.5,0,55,3,5,0,5,,None
0,1,Belgium,0,7,6,0.5,0,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0,74,2,3,0,5,The Euro currency,The refugee crisis
0,0,Italy,,5,4,1,0.75,0,0.5,0.5,1,0.75,0.75,0.25,0.5,0.75,0,39,3,4,0,2,"Removing borders 
 between states",Economic austerity
0,1,Greece,0,4,2,1,0,0.5,1,0.5,0,0.5,0,0.75,0.25,0.5,1,31,6,2,0,6,"Freedom to live and 
 work across the EU",Loss of national sovereignty
0,1,Belgium,0,3,6,1,1,0.75,0.5,0.5,0,0.25,0,0.5,0.25,0.5,0,21,5,4,0,5,The EU single market,The refugee crisis
0,0,United Kingdom,,1,3,0,0,0.25,0.5,0.25,0.25,0,0,0,0,0,1,45,3,2,0,7,"Peace on the 
 European continent",Mass immigration
0,0,Italy,,5,6,0.5,0.25,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0,24,6,4,0,4,"Removing borders 
 between states",The refugee crisis
0,0,Italy,,4,5,0,0,0.25,0,0,0.25,0,0,0,0,0,0,30,3,3,0,5,"Freedom to live and 
 work across the EU",The Euro single currency
0,1,Germany,1,14,9,0,0.25,0.75,0,0.5,0.5,0.25,0,0,1,0,0,24,2,2,0,5,,Lack of democracy
0,0,Italy,,14,5,0,0,0.5,0.5,0,1,0,0.25,0,0,0.75,0,41,3,3,0,6,,The Euro single currency
0,1,Greece,0,4,4,0.5,0.75,0.25,0.75,0.25,0.5,0,0.25,1,0,0.5,1,22,3,3,0,9,"Freedom to live and 
 work across the EU",Economic austerity
0,1,Greece,0,5,9,0,0,0.5,0.75,0.75,1,0.5,0.5,0,0.5,0.5,0,28,7,2,0,3,"Removing borders 
 between states",Lack of democracy
0,1,Greece,0,1,4,0,0.5,0.5,0.5,0.5,0.75,0.75,0.75,1,1,0.75,0,32,6,2,0,5,"Peace on the 
 European continent",Economic austerity
0,1,Greece,0,5,4,0,0.25,0.5,0.25,0,0.75,0.25,0.75,0.75,0.25,0.25,0,33,6,4,0,6,"Removing borders 
 between states",Economic austerity
0,0,Italy,,8,6,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0,27,6,3,0,4,A European identity,The refugee crisis
0,1,Spain,0,5,8,1,1,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.5,1,37,7,3,0,6,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Spain,0,4,3,0.5,0.75,0.75,0.75,0.25,0.25,0.5,0.5,0.25,0.5,0.5,0,48,4,5,0,6,"Freedom to live and 
 work across the EU",Mass immigration
0,0,Italy,,8,6,0,0.5,0.5,0.5,0.25,0.75,0.75,0.25,0.5,0.25,0.75,1,36,3,5,0,7,A European identity,The refugee crisis
0,1,Belgium,0,5,1,0,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0.5,1,70,5,6,0,8,"Removing borders 
 between states",Unemployment
0,0,United Kingdom,,14,5,0,0.25,0.5,0.75,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0,45,2,3,0,4,,The Euro single currency
0,1,Belgium,0,7,6,0,0.75,0.5,0.75,0,0.5,0,0,0,0,0.5,1,65,3,3,0,6,The Euro currency,The refugee crisis
0,0,United Kingdom,,8,9,1,0.75,0.25,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.75,1,42,6,5,0,7,A European identity,Lack of democracy
0,1,Belgium,0,11,5,1,0.75,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.5,0.5,1,60,2,1,0,6,Protection of workers' rights,The Euro single currency
0,1,Greece,0,3,2,0,0.25,0.75,0.75,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0,38,3,4,0,5,The EU single market,Loss of national sovereignty
0,1,Hungary,0,1,6,1,0.75,0.5,0.25,0.25,0.75,0.25,0.75,0.5,0.25,0.5,0,36,7,3,0,6,"Peace on the 
 European continent",The refugee crisis
0,1,Germany,1,6,8,1,0.5,0.25,0.5,0.5,0.5,0.5,0,0.25,0.5,0.5,0,53,7,7,0,4,Influence of Europe in the world,"Bureaucracy and 
 excessive regulation"
0,1,Belgium,0,14,12,0.5,0.5,0.5,0.5,0.25,0,0.25,0.5,0.25,0.25,0,1,22,6,4,0,5,,None
0,1,France,0,7,8,0.5,0.5,0.25,0,0.5,0.75,0.5,0.25,0,0.25,0.25,1,53,7,8,0,5,The Euro currency,"Bureaucracy and 
 excessive regulation"
0,0,Italy,,14,5,0,0.75,0.25,0.25,0,0,0,0,0,0.25,0,1,37,3,4,0,10,,The Euro single currency
0,1,France,0,7,8,1,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.5,0.5,1,38,5,6,0,3,The Euro currency,"Bureaucracy and 
 excessive regulation"
0,1,Austria,0,3,6,0,0,0,0.25,0,0,0.5,0,0.25,0,0.25,0,36,1,3,0,6,The EU single market,The refugee crisis
0,1,Belgium,0,5,4,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,21,6,4,0,0,"Removing borders 
 between states",Economic austerity
0,1,Belgium,0,7,6,0.5,0.75,0.25,0.75,0,0,0,0,0,0,0.25,1,63,2,3,0,6,The Euro currency,The refugee crisis
0,1,Spain,0,5,4,0,0.75,0.25,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0,52,6,4,0,4,"Removing borders 
 between states",Economic austerity
0,1,Greece,0,8,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,22,6,1,0,4,A European identity,Unemployment
0,1,France,0,14,7,0,0.25,0.25,0,0,0.25,0,0.25,1,0,0,1,46,5,5,0,8,,Removing borders between states
0,1,Spain,0,4,3,0,0.75,0.75,0.5,0,0,0,0,0,0,0.25,0,39,5,3,1,7,"Freedom to live and 
 work across the EU",Mass immigration
0,1,Spain,0,1,3,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,1,41,6,3,1,5,"Peace on the 
 European continent",Mass immigration
0,1,Spain,0,4,1,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,39,7,4,0,5,"Freedom to live and 
 work across the EU",Unemployment
0,0,Italy,,4,4,0,0.5,0.5,0.5,0,0.75,0,0,0,0,0,1,44,3,5,0,7,"Freedom to live and 
 work across the EU",Economic austerity
0,0,Italy,,1,1,1,1,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.75,0.5,0,24,4,3,0,5,"Peace on the 
 European continent",Unemployment
0,1,Belgium,0,1,8,0.5,1,0.75,1,0.5,0.75,0.5,0.25,1,0.75,1,0,68,3,3,0,5,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Spain,0,1,1,0.5,0.75,0.5,1,0.5,1,0.75,0.25,0.75,0,0.5,0,30,6,4,0,4,"Peace on the 
 European continent",Unemployment
0,1,Germany,1,2,6,0,0.25,0,0,0,0.5,0.25,0,0,0,0,0,28,4,4,0,8,Protection of the environment,The refugee crisis
0,1,Greece,0,1,5,0,0,0.25,0.25,0,1,0,0.25,0,0,0.25,1,35,6,4,0,3,"Peace on the 
 European continent",The Euro single currency
0,1,Spain,0,4,6,0,0.75,0.5,0.75,0.25,0.5,0.25,0,0.25,0.25,1,1,57,3,4,0,2,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Belgium,0,5,6,0,0,0,0.25,0.25,0.5,0.25,0.25,0,0.25,0.5,1,70,2,4,0,5,"Removing borders 
 between states",The refugee crisis
0,1,Greece,0,14,4,0,0,0.5,0.75,0,0,0,0,0.25,0,0,0,39,3,1,0,8,,Economic austerity
0,1,Greece,0,14,12,0,0.5,0.5,0.5,0,0.25,0.25,0,0,0,0.5,0,32,4,1,1,5,,None
0,1,Spain,0,4,3,1,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.5,1,32,7,5,0,6,"Freedom to live and 
 work across the EU",Mass immigration
0,1,Spain,0,7,6,0.5,0.5,0.25,0.75,0.5,1,1,0.25,0.75,0.75,0.75,0,28,5,4,0,0,The Euro currency,The refugee crisis
0,1,Belgium,0,3,3,0.5,0.75,0.75,0.75,0.5,1,0,0.25,0,0.25,0.25,1,54,5,4,0,7,The EU single market,Mass immigration
0,1,Hungary,0,5,8,0.5,0.5,0.75,0.75,0.5,1,0.5,1,0.5,0.75,0.75,1,63,7,1,0,3,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Belgium,0,7,8,0.5,0.5,0.25,0.25,0.75,1,0.75,0.75,0.25,0.75,0.75,1,67,6,6,0,4,The Euro currency,"Bureaucracy and 
 excessive regulation"
0,1,Greece,0,4,6,0,0.25,0.5,0.75,0.25,0.75,0.5,0.5,0.5,0.25,0.5,0,29,6,4,0,5,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Belgium,0,7,8,1,1,0,0.5,0.75,0.75,0.75,0,0,0.75,0.75,1,59,7,5,0,9,The Euro currency,"Bureaucracy and 
 excessive regulation"
0,1,Spain,0,3,4,0,0.75,0.75,0.75,1,1,0.75,1,0.75,1,0.75,1,55,5,4,0,1,The EU single market,Economic austerity
0,1,Austria,0,14,6,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.75,0.5,0.5,0,33,6,4,0,7,,The refugee crisis
0,0,Italy,,12,4,1,1,0.75,0.75,0.25,0.75,0.25,0.25,0.5,0.25,0.5,1,31,4,3,0,6,Higher standards for consumers,Economic austerity
0,0,Italy,,7,1,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0,25,2,3,0,7,The Euro currency,Unemployment
0,1,Belgium,0,7,6,1,0.5,0.5,0.5,1,0.75,1,0.75,0,0.75,0.75,0,38,7,3,0,5,The Euro currency,The refugee crisis
0,1,Poland,0,4,8,1,1,1,1,0.75,1,1,0.5,0.5,0.5,0.5,1,58,2,3,0,10,"Freedom to live and 
 work across the EU","Bureaucracy and 
 excessive regulation"
0,1,Poland,0,5,6,0,0.5,0.5,0.75,0.5,0,0.5,0.5,0.25,0,0.25,0,20,3,1,0,5,"Removing borders 
 between states",The refugee crisis
0,0,Italy,,5,3,1,1,0,0,0,0.25,0,0,0.25,0.75,0,1,52,3,4,0,6,"Removing borders 
 between states",Mass immigration
0,0,Italy,,3,6,0,0.25,0.5,0.75,0.75,1,0.75,1,1,1,1,0,44,7,5,0,0,The EU single market,The refugee crisis
0,1,Greece,0,4,9,0,0,0,0,0,0.25,0,0,0,0,0.25,0,35,3,1,0,5,"Freedom to live and 
 work across the EU",Lack of democracy
0,1,Hungary,0,7,3,1,0.75,0.5,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.5,0,27,8,2,0,5,The Euro currency,Mass immigration
0,1,Greece,0,4,5,1,0.25,0.75,0.25,0,0,0,0,0,0,0,0,34,4,5,0,5,"Freedom to live and 
 work across the EU",The Euro single currency
0,1,Greece,0,1,6,1,0.5,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.75,0,35,4,3,0,8,"Peace on the 
 European continent",The refugee crisis
0,1,Greece,0,4,1,0.5,0.5,0.25,0.5,0.25,0.5,0.75,0.5,0.25,0.75,0.5,0,33,6,2,1,5,"Freedom to live and 
 work across the EU",Unemployment
0,0,United Kingdom,,8,3,0.5,0.5,0.5,0.75,0.25,0.25,0.5,0.5,0.25,0.75,0.25,0,50,2,1,0,5,A European identity,Mass immigration
0,1,Belgium,0,5,5,0,0.5,1,0.5,0.5,0.5,0.5,0.25,1,0.5,0,0,24,2,1,0,7,"Removing borders 
 between states",The Euro single currency
0,1,Hungary,0,4,8,0,0,0.25,0.25,0,0.75,0,0.75,0,0.25,0.25,0,40,6,4,0,7,"Freedom to live and 
 work across the EU","Bureaucracy and 
 excessive regulation"
0,0,Italy,,4,2,0,0,0.5,0.5,0,0.75,0,0,0.5,0,0.5,1,38,3,4,0,3,"Freedom to live and 
 work across the EU",Loss of national sovereignty
0,1,Belgium,0,14,3,0,0,0.25,0.5,0,0,0,0,0.5,0,0,0,22,3,3,0,5,,Mass immigration
0,1,Spain,0,14,9,0,0.25,0.5,0.5,0.5,0.5,0,0.75,0.25,0.25,0.5,0,78,1,2,0,2,,Lack of democracy
0,1,Spain,0,4,4,0,0.25,0.5,0.75,0,0.25,0,0,0,0.25,0.5,0,38,6,5,0,8,"Freedom to live and 
 work across the EU",Economic austerity
0,1,Belgium,0,14,10,0,0,0,0,0.25,0.25,0,0,0,0.25,0.5,0,47,3,5,0,5,,Enlargement to other countries
0,1,Greece,0,4,8,0,0.5,0.5,0.5,0,0.5,0.25,0.5,0.25,0.25,0.5,0,28,6,,1,4,"Freedom to live and 
 work across the EU","Bureaucracy and 
 excessive regulation"
0,1,Greece,0,3,4,0,0.25,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,1,22,3,2,0,4,The EU single market,Economic austerity
0,1,Hungary,0,4,12,0.5,0.5,0.75,0.75,0.75,1,0.75,1,1,1,1,0,42,4,1,0,5,"Freedom to live and 
 work across the EU",None
0,0,United Kingdom,,3,6,0.5,0.5,0.5,0.75,0.25,0.75,0.5,0.75,0.5,0.25,0.5,0,18,3,2,0,4,The EU single market,The refugee crisis
0,1,Spain,0,4,1,0,0.25,0.5,0.75,0.75,1,1,0.25,0.25,0.75,0.25,0,35,6,3,0,8,"Freedom to live and 
 work across the EU",Unemployment
0,1,Belgium,0,5,6,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0,1,66,7,5,0,8,"Removing borders 
 between states",The refugee crisis
0,1,France,0,7,4,0,0.25,0,0.5,0,0.5,0,0,0.25,0,0,1,28,5,5,0,5,The Euro currency,Economic austerity
0,1,Greece,0,4,1,0,0.25,0.75,0.75,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0,24,3,2,0,5,"Freedom to live and 
 work across the EU",Unemployment
0,1,Greece,0,4,2,1,0.75,0.5,0.75,0,0.75,0,0.25,0.25,0.75,0.5,1,34,6,3,0,3,"Freedom to live and 
 work across the EU",Loss of national sovereignty
0,1,Spain,0,7,8,0,0.75,0.25,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.75,1,29,6,5,0,5,The Euro currency,"Bureaucracy and 
 excessive regulation"
0,1,Belgium,0,14,12,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,26,4,5,0,3,,None
